passenger_class,name,age,embarked,home_destination,sex,survive
1st,"Widener,MrHarryElkins",27,Cherbourg,"ElkinsPark,PA",male,0
1st,"Willard,MissConstance",20,Southampton,"Duluth,MN",female,1
1st,"Williams,MrCharlesDuane",51,Cherbourg,"Geneva,Switzerland/Radnor,PA",male,0
1st,"Williams,MrFletcherLambert",30,Southampton,"London,England",male,0
1st,"Williams,MrRichardNorrisII",21,Cherbourg,"Geneva,Switzerland/Radnor,PA",male,1
1st,"Woolner,MrHugh",30,Southampton,"London,England",male,1
1st,"Wright,MrGeorge",30,Southampton,"Halifax,NS",male,0
1st,"Young,MissMarieGrice",36,Cherbourg,"NewYork,NY/Washington,DC",female,1
1st,"Barber,Ms",30,Southampton,,female,1
1st,"Bazzani,MsAlbina",30,Cherbourg,,female,1
1st,"Bidois,MissRosalie",30,Cherbourg,,female,1
1st,"Bird,MsEllen",30,Southampton,,female,1
1st,"Bissetti,MsAmelia",30,Cherbourg,,female,1
1st,"Burns,MsElizabethMargaret",30,Cherbourg,,female,1
1st,"Chaudanson,Ms",30,Southampton,Cherbourg,female,1
1st,"Cleaver,MsAlice",30,Southampton,,female,1
1st,"Daniels,MsSarah",30,Southampton,,female,1
1st,"Endres,MissCarolineLouise",30,Cherbourg,"NewYork,NY",female,1
1st,"Farthing,MrJohn",30,Southampton,,male,0
1st,"Fleming,MsMargaret",30,Cherbourg,,female,0
1st,"Francatelli,MsLauraMabel",30,Cherbourg,,female,1
1st,"Fry,MrRichard",30,Southampton,,male,0
1st,"Geiger,MissEmily",30,Cherbourg,,female,1
1st,"Giglio,MrVictor",30,Cherbourg,,male,0
1st,"Harrington,MrCharles",30,Southampton,,male,0
1st,"Harrison,MrWilliam",40,Southampton,,male,0
1st,"Hassah,MrHamad",30,Cherbourg,,male,0
1st,"Icabad(Icabod),Ms",30,Southampton,,female,1
1st,"Keeping,MrEdwin",32,Cherbourg,,male,0
1st,"Kenchen,MsAmelia",30,Southampton,,female,1
1st,"LeRoy,MissBerthe",30,Cherbourg,,female,1
1st,"Lesneur,MrGustave",30,Cherbourg,,male,0
1st,"Maloney,Ms",30,Southampton,,female,1
1st,"Oliva,Mlle",30,Cherbourg,,female,0
1st,"Pericault,Ms",30,Southampton,,female,1
1st,"Ringhini,MrSante",33,Cherbourg,,male,0
1st,"Robbins,MrVictor",30,Cherbourg,,male,0
1st,"Segesser,Mlle.Emma",30,Cherbourg,,female,1
1st,"Seredeca,Ms",30,Southampton,,female,0
1st,"Ward,MsAnna",30,Cherbourg,,female,0
1st,"Wilson,MsHelen",30,Cherbourg,,female,1
2nd,"Abelson,MrSamuel",30,Cherbourg,"RussiaNewYork,NY",male,0
2nd,"Abelson,MrsSamuel(Anna)",28,Cherbourg,"RussiaNewYork,NY",female,1
2nd,"Andrew,MrEdgarSamuel",18,Southampton,"BuenosAires,Argentina/NewJersey,NJ",male,0
2nd,"Andrew,MrFrank",30,Southampton,"Cornwall,EnglandHoughton,MI",male,0
2nd,"Angle,MrWilliamA.",34,Southampton,"Warwick,England",male,0
2nd,"Angle,MrsWilliamA.(Florence)",32,Southampton,"Warwick,England",female,1
2nd,"Ashby,MrJohn",57,Southampton,"WestHoboken,NJ",male,0
2nd,"Bailey,MrPercyAndrew",18,Southampton,"Penzance,Cornwall/Akron,OH",male,0
2nd,"Baimbrigge,MrCharlesR.",23,Southampton,Guernsey,male,0
2nd,"Balls,MrsAdaE.Hall",36,Southampton,"Bristol,Avon/Jacksonville,FL",female,1
2nd,"Banfield,MrFrederickJ.",28,Southampton,"Plymouth,Dorset/Houghton,MI",male,0
2nd,"Bateman,RevRobertJames",51,Southampton,"Jacksonville,FL",male,0
2nd,"Beane,MrEdward",32,Southampton,"Norwich/NewYork,NY",male,1
2nd,"Beane,MrsEdward(EthelClarke)",19,Southampton,"Norwich/NewYork,NY",female,1
2nd,"Beauchamp,MrHenryJames",28,Southampton,England,male,0
2nd,"Becker,MrsAllenOliver(NellieE.Baumgardner)",36,Southampton,"Guntur,India/BentonHarbour,MI",female,1
2nd,"Becker,MissMarionLouise",4,Southampton,"Guntur,India/BentonHarbour,MI",female,1
2nd,"Becker,MasterRichardF.",1,Southampton,"Guntur,India/BentonHarbour,MI",male,1
2nd,"Becker,MissRuthElizabeth",12,Southampton,"Guntur,India/BentonHarbour,MI",female,1
2nd,"Beesley,MrLawrence",34,Southampton,London,male,1
2nd,"Bentham,MissLilianW.",19,Southampton,"Rochester,NY",female,1
2nd,"Berriman,MrWilliamS.",23,Southampton,"StIves,Cornwall/Calumet,MI",male,0
2nd,"Botsford,MrWilliamHull",26,Southampton,"Elmira,NY/Orange,NJ",male,0
2nd,"Bowenur,MrSolomon",30,Southampton,London,male,0
2nd,"Bracken,MrJamesH.",27,Southampton,"LakeArthur,ChavezCounty,NM",male,0
2nd,"Brown,MissEdithE.",15,Southampton,"CapeTown,SouthAfrica/Seattle,WA",female,1
2nd,"Brown,MrThomasWilliamSolomon",45,Southampton,"CapeTown,SouthAfrica/Seattle,WA",male,0
2nd,"Brown,MrsThomasWilliamSolomon(ElizabethC.)",40,Southampton,"CapeTown,SouthAfrica/Seattle,WA",female,1
2nd,"Bryhl,MissDagmar",20,Southampton,"Skara,Sweden/Rockford,IL",female,1
2nd,"Bryhl,MrKurtArnoldGottfrid",25,Southampton,"Skara,Sweden/Rockford,IL",male,0
2nd,"Buss,MissKate",36,Southampton,"Sittingbourne,England/SanDiego,CA",female,1
2nd,"Butler,MrReginaldFenton",25,Southampton,"Southsea,Hants",male,0
2nd,"Byles,Rev.ThomasRousselD.",30,Southampton,London,male,0
2nd,"Bystrom,MrsCarolina",42,Southampton,"NewYork,NY",female,1
2nd,"Caldwell,MrAlbertFrancis",26,Southampton,"Bangkok,Thailand/Roseville,IL",male,1
2nd,"Caldwell,MrsAlbertFrancis(SylviaMaeHarbaugh)",26,Southampton,"Bangkok,Thailand/Roseville,IL",female,1
2nd,"Caldwell,MasterAldenGates",0.8333,Southampton,"Bangkok,Thailand/Roseville,IL",male,1
2nd,"Cameron,MissClear",31,Southampton,"Mamaroneck,NY",female,1
2nd,"Campbell,MrWilliam",30,Southampton,Belfast,male,0
2nd,"Carbines,MrWilliam",19,Southampton,"StIves,Cornwall/Calumet,MI",male,0
2nd,"Carter,RevErnestCourtenay",54,Southampton,London,male,0
2nd,"Carter,MrsErnestCourtenay(LillianHughes)",44,Southampton,London,female,0
2nd,"Chapman,MrCharlesHenry",52,Southampton,"Bronx,NY",male,0
2nd,"Chapman,MrJohnHenry",30,Southampton,"Cornwall/Spokane,WA",male,0
2nd,"Chapman,MrsJohnHenry(ElizabethLawry)",30,Southampton,"Cornwall/Spokane,WA",female,0
2nd,"Christy,MrsAliceFrances",30,Southampton,London,female,1
2nd,"Christy,MissJulie",30,Southampton,London,female,1
2nd,"Clarke,MrCharlesV.",29,Southampton,"England/SanFrancisco,CA",male,0
2nd,"Clarke,MrsCharlesV.(AdaMaria)",30,Southampton,"England/SanFrancisco,CA",female,1
2nd,"Coleridge,MrReginaldCharles",29,Southampton,"Hartford,Huntingdonshire",male,0
2nd,"Collander,MrErik",27,Southampton,"Helsinki,FinlandAshtabula,Ohio",male,0
2nd,"Collett,MrSidneyC.Stuart",24,Southampton,"London/FortByron,NY",male,1
2nd,"Collyer,MrHarvey",35,Southampton,"Bishopstoke,Hants/FayetteValley,ID",male,0
2nd,"Collyer,MrsHarvey(CharlotteTate)",31,Southampton,"Bishopstoke,Hants/FayetteValley,ID",female,1
2nd,"Collyer,MissMarjorie",8,Southampton,"Bishopstoke,Hants/FayetteValley,ID",female,1
2nd,"Cook,MrsSelenaRogers",22,Southampton,Pennsylvania,female,0
2nd,"Corbett,MrsWalterH.(IreneColvin)",30,Southampton,"Provo,UT",female,0
2nd,"Corey,MrsPercyC.(MaryPhyllisElizabethMiller)",30,Southampton,"UpperBurma,IndiaPittsburgh,PA",female,0
2nd,"Cotterill,MrHarry",20,Southampton,"Penzance,Cornwall/Akron,OH",male,0
2nd,"Cunningham,MrAlfredFleming",30,Southampton,Belfast,male,0
2nd,"Davies,MrCharlesHenry",21,Southampton,"Lyndhurst,England",male,0
2nd,"Davis,MrsAgnes",49,Southampton,"StIves,Cornwall/Hancock,MI",female,1
2nd,"Davis,MasterJohnMorgan",8,Southampton,"StIves,Cornwall/Hancock,MI",male,1
2nd,"Davis,MissMary",28,Southampton,"London/StatenIsland,NY",female,1
2nd,"Deacon,MrPercy",18,Southampton,,male,0
2nd,"deBrito,MrJoseJoaquim",30,Southampton,"Portugal/SauPaulo,Brazil",male,0
2nd,"delCarlo,MrSebastiano",28,Cherbourg,"Lucca,Italy/California",male,0
2nd,"delCarlo,MrsSebastiano(ArgeniaGenovese)",22,Cherbourg,"Lucca,Italy/California",female,1
2nd,"Denbury,MrHerbert",25,Southampton,"Guernsey/Elizabeth,NJ",male,0
2nd,"Dibden,MrWilliam",18,Southampton,"NewForest,England",male,0
2nd,"Doling,MrsAda",32,Southampton,Southampton,female,1
2nd,"Doling,MissElsie",18,Southampton,Southampton,female,1
2nd,"Downton(?Douton),MrWilliamJames",30,Southampton,"Holley,NY",male,0
2nd,"Drew,MrJamesVivian",42,Southampton,"Greenport,NY",male,0
2nd,"Drew,MrsJamesVivian(LuluThorneChristian)",34,Southampton,"Greenport,NY",female,1
2nd,"Drew,MasterMarshallBrines",8,Southampton,"Greenport,NY",male,1
2nd,"DuranyMore,MissAsuncion",30,Cherbourg,"Barcelona,Spain/Havana,Cuba",female,1
2nd,"DuranyMore,MissFlorentina",30,Cherbourg,"Barcelona,Spain/Havana,Cuba",female,1
2nd,"Eitemiller,MrGeorgeFloyd",23,Southampton,"England/Detroit,MI",male,0
2nd,"Enander,MrIngvar",21,Southampton,"Goteborg,Sweden/Rockford,IL",male,0
2nd,"Fahlstrom,MrArneJonas",19,Southampton,"Oslo,NorwayBayonne,NJ",male,0
2nd,"Faunthorpe,MrHarry",30,Southampton,"England/Philadelphia,PA",male,0
2nd,"Faunthorpe,MrsLizzie(seeWilkinson,E.)",30,Southampton,,female,1
2nd,"Fillbrook,MrCharles",30,Southampton,"Cornwall/Houghton,MI",male,0
2nd,"Fox,MrStanleyH.",38,Southampton,"Rochester,NY",male,0
2nd,"Frost,MrAnthony(Archie)W.",30,Southampton,Belfast,male,0
2nd,"Funk,MissAnnieC.",38,Southampton,"Janjgir,India/Pennsylvania",female,0
2nd,"Fynney,MrJosephJ.",35,Southampton,"Liverpool/Montreal,PQ",male,0
2nd,"Gale,MrHarry",35,Southampton,"Cornwall/ClearCreek,CO",male,0
2nd,"Gale,MrShadrach",38,Southampton,"Cornwall/ClearCreek,CO",male,0
2nd,"Garside,MissEthel",24,Southampton,"Brooklyn,NY",female,1
2nd,"Gaskell,MrAlfred",16,Southampton,"Liverpool/Montreal,PQ",male,0
2nd,"Gavey,MrLawrence",26,Southampton,"Guernsey/Elizabeth,NJ",male,0
2nd,"Gilbert,MrWilliam",45,Southampton,Cornwall,male,0
2nd,"Giles,MrEdgar",24,Southampton,"Cornwall/Camden,NJ",male,0
2nd,"Giles,MrFrederick",21,Southampton,"Cornwall/Camden,NJ",male,0
2nd,"Giles,MrRalph",22,Southampton,"WestKensington,London",male,0
2nd,"Gill,MrJohnW.",30,Southampton,"Clevedon,England",male,0
2nd,"Gillespie,MrWilliam",34,Southampton,"Vancouver,BC",male,0
2nd,"Givard,MrHansChristensen",30,Southampton,,male,0
2nd,"Greenberg,MrSamuel",50,Southampton,"Bronx,NY",male,0
2nd,"Hale,MrReginald",30,Southampton,"Auburn,NY",male,0
2nd,"Hamalainen,MrsWilliam(Anna)",23,Southampton,"Detroit,MI",female,1
2nd,"Hamalainen,MasterViljo",1,Southampton,"Detroit,MI",male,1
2nd,"Harbeck,MrWilliamH.",44,Southampton,"Seattle,WA/Toledo,OH",male,0
2nd,"Harper,RevJohn",28,Southampton,"DenmarkHill,Surrey/Chicago",male,0
2nd,"Harper,MissNina",6,Southampton,"DenmarkHill,Surrey/Chicago",female,1
2nd,"Harris,MrGeorge",30,Southampton,London,male,1
2nd,"Harris,MrWalter",30,Southampton,"Walthamstow,England",male,0
2nd,"Hart,MrBenjamin",43,Southampton,"Ilford,Essex/Winnipeg,MB",male,0
2nd,"Hart,MrsBenjamin(Esther)",45,Southampton,"Ilford,Essex/Winnipeg,MB",female,1
2nd,"Hart,MissEvaMiriam",7,Southampton,"Ilford,Essex/Winnipeg,MB",female,1
2nd,"Herman,MissAlice",24,Southampton,"Somerset/Bernardsville,NJ",female,1
2nd,"Herman,MissKate",24,Southampton,"Somerset/Bernardsville,NJ",female,1
2nd,"Herman,MrSamuel",49,Southampton,"Somerset/Bernardsville,NJ",male,0
2nd,"Herman,MrsSamuel(JaneLaver)",48,Southampton,"Somerset/Bernardsville,NJ",female,1
2nd,"Hewlett,MrsMaryD.",30,Southampton,"India/RapidCity,SD",female,1
2nd,"Hickman,MrLeonardMark",34,Southampton,"WestHampstead,London/Neepawa,MB",male,0
2nd,"Hickman,MrLewis",32,Southampton,"WestHampstead,London/Neepawa,MB",male,0
2nd,"Hickman,MrStanleyGeorge",21,Southampton,"WestHampstead,London/Neepawa,MB",male,0
2nd,"Hiltunen,MissMarta",18,Southampton,"Kontiolahti,Finland/Detroit,MI",female,0
2nd,"Hocking,MrsElizabeth",53,Southampton,"Cornwall/Akron,OH",female,1
2nd,"Hocking,MrGeorge",23,Southampton,"Cornwall/Akron,OH",male,0
2nd,"Hocking,MissEllen(Nellie)",21,Southampton,"Cornwall/Akron,OH",female,1
2nd,"Hocking,MrSamuelJames",30,Southampton,"Devonport,England",male,0
2nd,"Hodges,MrHenryPrice",52,Southampton,Southampton,male,0
2nd,"Hold,MrStephen",42,Southampton,"England/Sacramento,CA",male,0
2nd,"Hold,MrsStephen(AnnieMargaret)",36,Southampton,"England/Sacramento,CA",female,1
2nd,"Hood,MrAmbrose,Jr",21,Southampton,"NewForest,England",male,0
2nd,"Hosono,MrMasafumi",41,Southampton,"Tokyo,Japan",male,1
2nd,"Howard,MrBenjamin",30,Southampton,"Swindon,England",male,0
2nd,"Howard,MrsBenjamin(EllenTruelove)",30,Southampton,"Swindon,England",female,0
2nd,"Hunt,MrGeorgeHenry",33,Southampton,"Philadelphia,PA",male,0
2nd,"Ilett,MissBertha",17,Southampton,Guernsey,female,1
2nd,JacobsohnMrSidneySamuel,30,Southampton,London,male,0
2nd,"Jacobsohn,MrsSidneySamuel(AmyFrancesChristy)",30,Southampton,London,female,1
2nd,"Jarvis,MrJohnDenzil",30,Southampton,"NorthEvington,England",male,0
2nd,"Jefferys,MrClifford",30,Southampton,"Guernsey/Elizabeth,NJ",male,0
2nd,"Jefferys,MrErnest",30,Southampton,"Guernsey/Elizabeth,NJ",male,0
2nd,"Jenkin,MrStephenCurnow",30,Southampton,"StIves,Cornwall/Houghton,MI",male,0
2nd,"Jerwan,MrsAminS.(MarieThuillard)",23,Cherbourg,"NewYork,NY",female,1
2nd,"Kantor,MrSinai",34,Southampton,"Moscow/Bronx,NY",male,0
2nd,"Kantor,MrsSinai(MiriamSternim)",30,Southampton,"Moscow/Bronx,NY",female,1
2nd,"Karnes,MrsJ.Frank(ClaireBennett)",22,Southampton,"India/Pittsburgh,PA",female,0
2nd,"Keane,MrDaniel",30,Queenstown,,male,0
2nd,"Keane,MissNoraA.",30,Queenstown,"Harrisburg,PA",female,1
2nd,"Kelly,MrsFlorence(Fannie)",45,Southampton,"London/NewYork,NY",female,1
2nd,"Kirkland,RevCharlesLeonard",30,Queenstown,"Glasgow/Bangor,ME",male,0
2nd,"Knight,MrRobert",30,Southampton,Belfast,male,0
2nd,"Kvillner,MrJohanHenrikJohannesson",31,Southampton,"Sweden/Arlington,NJ",male,0
2nd,"Lahtinen,RevWilliam",30,Southampton,"Minneapolis,MN",male,0
2nd,"Lahtinen,MrsWilliam(AnnaSylvan)",26,Southampton,"Minneapolis,MN",female,0
2nd,"Lamb,MrJohnJames",30,Queenstown,,male,0
2nd,"Lemore,MrsAmelia",34,Southampton,"Chicago,IL",female,1
2nd,"LaRoche,MrJoseph",26,Cherbourg,Paris/Haiti,male,0
2nd,"LaRoche,MrsJoseph(Juliet)",22,Cherbourg,Paris/Haiti,female,1
2nd,"LaRoche,MissLouise",1,Cherbourg,Paris/Haiti,female,1
2nd,"LaRoche,MissSimonne",3,Cherbourg,Paris/Haiti,female,1
2nd,"Lehmann,MissBertha",30,Cherbourg,"Berne,Switzerland/CentralCity,IA",female,1
2nd,"Leitch,MissJessie",30,Southampton,"London/Chicago,IL",female,1
2nd,"Levy,MrReneJacques",30,Cherbourg,"Montreal,PQ",male,0
2nd,"Leyson,MrRobertWilliamNorman",25,Southampton,,male,0
2nd,"Lingan,MrJohn",30,Queenstown,,male,0
2nd,"Louch,MrCharlesAlexander",48,Southampton,"Weston-Super-Mare,Somerset",male,0
2nd,"Louch,MrsCharlesAlexander(AliceAdelaide)",30,Southampton,"Weston-Super-Mare,Somerset",female,1
2nd,"Mack,MrsMary",57,Southampton,"Southampton/NewYork,NY",female,0
2nd,"Malachard,MrNoel",30,Cherbourg,Paris,male,0
2nd,"Mallet,MrAlbert",30,Cherbourg,"Paris/Montreal,PQ",male,0
2nd,"Mallet,MrsAlbert(Antoinette)",30,Cherbourg,"Paris/Montreal,PQ",female,1
2nd,"Mallet,MasterAndre",2,Cherbourg,"Paris/Montreal,PQ",male,1
2nd,"Mangiavacchi,MrSerafinoEmilio",30,Cherbourg,"NewYork,NY",male,0
2nd,"Mantvila,RevJoseph",27,Southampton,"Worcester,MA",male,0
2nd,"Marshall,MrsKateLouisePhillips",19,Southampton,"Worcester,England",female,1
2nd,"Matthews,MrWilliamJohn",30,Southampton,"StAustall,Cornwall",male,0
2nd,"Maybery,MrFrankH.",20,Southampton,"Weston-Super-Mare/MooseJaw,SK",male,0
2nd,"McCrae,MrArthurGordon",45,Southampton,"Sydney,Australia",male,0
2nd,"McCrie,MrJamesMatthew",30,Southampton,"Sarnia,ON",male,0
2nd,"McKane,MrPeterD.",46,Southampton,"Rochester,NY",male,0
2nd,"Mellenger,MrsElizabethAnne",41,Southampton,"England/Bennington,VT",female,1
2nd,"Mellenger,MissMadeleineViolet",13,Southampton,"England/Bennington,VT",female,1
2nd,"Mellor,MrWilliamJohn",19,Southampton,"Chelsea,London",male,1
2nd,"Meyer,MrAugust",30,Southampton,"Harrow-on-the-Hill,Middlesex",male,0
2nd,"Milling,MrJacobChristian",48,Southampton,"Copenhagen,Denmark",male,0
2nd,"Mitchell,MrHenryMichael",71,Southampton,"Guernsey/Montclair,NJand/orToledo,Ohio",male,0
2nd,"Moraweck,DrErnest",54,Southampton,"Frankfort,KY",male,0
2nd,"Morley,MrWilliam",30,Southampton,"Petworth,Sussex",male,0
2nd,"Mudd,MrThomasC.",30,Southampton,"Halesworth,England",male,0
2nd,"Myles,MrThomasFrancis",64,Queenstown,"Cambridge,MA",male,0
2nd,"Nasser(Nasrallah),MrNicholas",32,Cherbourg,"NewYork,NY",male,0
2nd,"Nasser(Nasrallah),MrsNicholas",18,Cherbourg,"NewYork,NY",female,1
2nd,"Navratil,MasterEdmondRoger",2,Southampton,"Nice,France",male,1
2nd,"Navratil,MrMichel",32,Southampton,"Nice,France",male,0
2nd,"Navratil,MasterMichelM.",3,Southampton,"Nice,France",male,1
2nd,"Nesson,MrIsrael",26,Southampton,"Boston,MA",male,0
2nd,"Nicholls,MrJosephCharles",19,Southampton,"Cornwall/Hancock,MI",male,0
2nd,"Norman,MrRobertDouglas",30,Southampton,Glasgow,male,0
2nd,"Nourney,MrAlfred(akaBaronvonDrachstedt)",20,Cherbourg,"Cologne,Germany",male,1
2nd,"Nye,MrsElizabethRamell",29,Southampton,"Folkstone,Kent/NewYork,NY",female,1
2nd,"Otter,MrRichard",39,Southampton,"MiddleburgHeights,OH",male,0
2nd,"Oxenham,MrPercyThomas",22,Southampton,"Pondersend,England/NewDurham,NJ",male,1
2nd,"PadroyManent,MrJulian",30,Cherbourg,"Spain/Havana,Cuba",male,1
2nd,"Pain,DrAlfred",24,Southampton,"Hamilton,ON",male,0
2nd,"PallasyCastello,MrEmilio",30,Cherbourg,"Spain/Havana,Cuba",male,1
2nd,"Parker,MrCliffordR.",28,Southampton,"StAndrews,Guernsey",male,0
2nd,"Parkes,MrFrancis(Frank)",30,Southampton,Belfast,male,0
2nd,"Parrish,MrsLutieDavis",50,Southampton,"WoodfordCounty,KY",female,1
2nd,"Pengelly,MrFrederick",20,Southampton,"Gunnislake,England/Butte,MT",male,0
2nd,"Peruschitz,Rev.JosephM.",40,Southampton,,male,0
2nd,"Phillips,MissAlice",42,Southampton,"Ilfracombe,Devon",female,1
2nd,"Phillips,MrRobert",21,Southampton,"Ilfracombe,Devon",male,0
2nd,"Pinsky,MissRosa",32,Southampton,Russia,female,1
2nd,"Ponesell,MrMartin",34,Southampton,"Denmark/NewYork,NY",male,0
2nd,"Portaluppi,MrEmilio",30,Cherbourg,"Milford,NH",male,1
2nd,"Pulbaum,MrFrank",30,Cherbourg,Paris,male,0
2nd,"Quick,MrsFrederickC.(JaneRichards)",33,Southampton,"Plymouth,Devon/Detroit,MI",female,1
2nd,"Quick,MissPhyllisMay",2,Southampton,"Plymouth,Devon/Detroit,MI",female,1
2nd,"Quick,MissWinifredVera",8,Southampton,"Plymouth,Devon/Detroit,MI",female,1
2nd,"Reeves,MrDavid",36,Southampton,"Brighton,Sussex",male,0
2nd,"Renouf,MrPeterHenry",34,Southampton,"Elizabeth,NJ",male,0
2nd,"Renouf,MrsPeterHenry(LillianJefferys)",30,Southampton,"Elizabeth,NJ",female,1
2nd,"Reynaldo,MrsEncarnacion",28,Southampton,Spain,female,1
2nd,"Richard,MrEmil",23,Cherbourg,"Paris/Montreal,PQ",male,0
2nd,"Richards,MasterGeorgeSidney",0.8333,Southampton,"Cornwall/Akron,OH",male,1
2nd,"Richards,MrsSidney(EmilyHocking)",25,Southampton,"Cornwall/Akron,OH",female,1
2nd,"Richards,MasterWilliamRowe",3,Southampton,"Cornwall/Akron,OH",male,1
2nd,"Ridsdale,MissLucy",50,Southampton,"London,England/Marietta,OhioandMilwaukee,WI",female,1
2nd,"Rogers,MrHarry",30,Southampton,,male,0
2nd,"Rugg,MissEmily",21,Southampton,"Guernsey/Wilmington,DE",female,1
2nd,"Sedgwick,MrCharlesFrederickWaddington",30,Southampton,Liverpool,male,0
2nd,"Sharp,MrPercival",30,Southampton,"Hornsey,England",male,0
2nd,"Shelley,MrsWilliam(Imanita)",25,Southampton,"DeerLodge,MT",female,1
2nd,"Silven,MissLyyli",18,Southampton,"Finland/Minneapolis,MN",female,1
2nd,"Sincock,MissMaude",20,Southampton,"Cornwall/Hancock,MI",female,1
2nd,"Siukonnen,MissAnna",30,Southampton,"Finland/Washington,DC",female,1
2nd,"Sjostedt,MrErnstAdolf",59,Southampton,"SaultStMarie,ON",male,0
2nd,"Slayter,MissHildaMary",30,Queenstown,"Halifax,NS",female,1
2nd,"Slemen,MrRichardJames",35,Southampton,Cornwall,male,0
2nd,"Smith(Schmidt),MrAugustus",22,Southampton,"Newark,NJ",male,0
2nd,"Smith,MissMarion",30,Southampton,,female,1
2nd,"Sobey,MrHayden",25,Southampton,"Cornwall/Houghton,MI",male,0
2nd,"Stanton,MrSamuelWard",41,Cherbourg,"NewYork,NY",male,0
2nd,"Stokes,MrPhilipJoseph",25,Southampton,"Catford,Kent/Detroit,MI",male,0
2nd,"Sweet,MrGeorge",14,Southampton,"Somerset/Bernardsville,NJ",male,0
2nd,"Toomey,MissEllen",50,Southampton,"Indianapolis,IN",female,1
2nd,"Troupiansky,MrMosesAaron",22,Southampton,,male,0
2nd,"Trout,MrsWilliamH.(JessieL.)",30,Southampton,"Columbus,OH",female,1
2nd,"Troutt,MissEdwinaCelia",27,Southampton,"Bath,England/Massachusetts",female,1
2nd,"Turpin,MrWilliamJohn",29,Southampton,"Plymouth,England",male,0
2nd,"Turpin,MrsWilliamJohn(DorothyAnneWonnacott)",27,Southampton,"Plymouth,England",female,0
2nd,"Veale,MrJames",30,Southampton,"Barre,CoWashington,VT",male,0
2nd,"Waelens,MrAchille",22,Southampton,"Antwerp,Belgium/Stanton,OH",male,0
2nd,"Walcroft,MissNellie",35,Southampton,"Mamaroneck,NY",female,1
2nd,"Ware,MrJohnJames",30,Southampton,"Bristol,England/NewBritain,CT",male,0
2nd,"Ware,MrsJohnJames(FlorenceLouiseLong)",28,Southampton,"Bristol,England/NewBritain,CT",female,1
2nd,"Ware,MrWilliamJ.",23,Southampton,,male,0
2nd,"Watson,MrEnnisHastings",30,Southampton,Belfast,male,0
2nd,"Watt,MissBertha",12,Southampton,"Aberdeen/Portland,OR",female,1
2nd,"Watt,MrsJames(BessieInglisMilne)",40,Southampton,"Aberdeen/Portland,OR",female,1
2nd,"Webber,MissSusan",36,Southampton,"England/Hartford,CT",female,1
