passenger_class,name,age,embarked,home_destination,sex,survive
2nd,"Weisz,MrLeopold",28,Southampton,"Bromsgrove,England/Montreal,PQ",male,0
2nd,"Weisz,MrsLeopold(Mathilde)",32,Southampton,"Bromsgrove,England/Montreal,PQ",female,1
2nd,"Wells,MrsArthurH.(AddieTrevaskis)",29,Southampton,"Cornwall/Akron,OH",female,1
2nd,"Wells,MissJoan",4,Southampton,"Cornwall/Akron,OH",female,1
2nd,"Wells,MasterRalphLester",2,Southampton,"Cornwall/Akron,OH",male,1
2nd,"West,MissBarbaraJ.",30,Southampton,"Bournmouth,England",female,1
2nd,"West,MissConstanceMirium",30,Southampton,"Bournmouth,England",female,1
2nd,"West,MrEdwyArthur",36,Southampton,"Bournmouth,England",male,0
2nd,"West,MrsEdwyArthur(AdaMary)",33,Southampton,"Bournmouth,England",female,1
2nd,"Wheadon,MrEdward",30,Southampton,"Guernsey,England/Edgewood,RI",male,0
2nd,"Wheeler,MrEdwin",30,Southampton,,male,0
2nd,"Wheeler,MrFrederick",30,Southampton,,male,0
2nd,"Wilhelms,MrCharles",32,Southampton,"London,England",male,1
2nd,"Wilkinson,MrsElizabethAnne",30,Southampton,"Manchester,England",female,1
2nd,"Williams,MrCharlesEugene",30,Southampton,"Harrow,England",male,1
2nd,"Wright,MissMarion",26,Southampton,"Yoevil,England/CottageGrove,OR",female,1
2nd,"Yrois,MissHenriette",30,Southampton,Paris,female,0
2nd,"Aldworth,MrCharlesAugustus",30,Southampton,"BrynMawr,PA,USA",male,0
2nd,"Brown,MissMildred",24,Southampton,"London/Montreal,PQ",female,1
2nd,"Pernot,MrRene",30,Cherbourg,,male,0
2nd,"Swane,MrGeorge",18,Southampton,,male,0
3rd,"Abbing,MrAnthony",42,Southampton,,male,0
3rd,"Abbott,MasterEugeneJoseph",13,Southampton,"EastProvidence,RI",male,0
3rd,"Abbott,MrRossmoreEdward",16,Southampton,"EastProvidence,RI",male,0
3rd,"Abbott,MrsStanton(Rosa)",35,Southampton,"EastProvidence,RI",female,1
3rd,"Abelseth,MissAnnaKaren",16,Southampton,"NorwayLosAngeles,CA",female,1
3rd,"Abelseth,MrOlaus",25,Southampton,"PerkinsCounty,SD",male,1
3rd,"Abraham,MrsJoseph(SophieEasu)",18,Cherbourg,"Greensburg,PA",female,1
3rd,"Abrahamsson,MrAugust",20,Southampton,"Taalintehdas,FinlandHoboken,NJ",male,1
3rd,"Adahl,MrMauritzNilsMartin",30,Southampton,"Asarum,SwedenBrooklyn,NY",male,0
3rd,"Adams,MrJohn",26,Southampton,"Bournemouth,England",male,0
3rd,"Ahlin,MrsJohannaPersdotter",40,Southampton,"SwedenAkeley,MN",female,0
3rd,"Ahmed,MrAli",24,Southampton,,male,0
3rd,"Aijo-Nirva,MrIsak",41,Southampton,"FinlandSudbury,ON",male,0
3rd,"Aks,MrsSam(LeahRosen)",18,Southampton,"London,EnglandNorfolk,VA",female,1
3rd,"Aks,MasterPhilip",0.8333,Southampton,"London,EnglandNorfolk,VA",male,1
3rd,"Alexander,MrWilliam",23,Southampton,"EnglandAlbion,NY",male,0
3rd,"Alhomaki,MrIlmariRudolf",20,Southampton,"Salo,FinlandAstoria,OR",male,0
3rd,"Ali,MrWilliam",25,Southampton,Argentina,male,0
3rd,"Allen,MrWilliamHenry",35,Southampton,"LowerClapton,MiddlesexorErdington,Birmingham",male,0
3rd,"Allum,MrOwenGeorge",17,Southampton,"Windsor,EnglandNewYork,NY",male,0
3rd,"Andersen,MrAlbertKarvin",32,Southampton,"Bergen,Norway",male,0
3rd,"Andersen,MrThorOlsvigen",20,Southampton,"Oslo,NorwayCameron,WI",male,0
3rd,"Andersson,MrAndersJohan",39,Southampton,"SwedenWinnipeg,MN",male,0
3rd,"Andersson,MrsAndersJohan(AlfridaK.Brogren)",39,Southampton,"SwedenWinnipeg,MN",female,0
3rd,"Andersson,MissEbbaIris",6,Southampton,"SwedenWinnipeg,MN",female,0
3rd,"Andersson,MissEllisAnnaMaria",2,Southampton,"SwedenWinnipeg,MN",female,0
3rd,"Andersson,MissErna",17,Southampton,"Ruotsinphyhtaa,FinlandNewYork,NY",female,1
3rd,"Andersson,MissIdaAugustaMargareta",38,Southampton,"Vadsbro,SwedenMinistee,MI",female,0
3rd,"Andersson,MissIngeborgConstancia",9,Southampton,"SwedenWinnipeg,MN",female,0
3rd,"Andersson,MrJohanSamuel",26,Southampton,"Hartford,CT",male,0
3rd,"Andersson,MissSigridElizabeth",11,Southampton,"SwedenWinnipeg,MN",female,0
3rd,"Andersson,MasterSigvardHaraldElias",4,Southampton,"SwedenWinnipeg,MN",male,0
3rd,"Andreasson,MrPaulEdvin",20,Southampton,"SwedenChicago,IL",male,0
3rd,"Angheloff,MrMinko",26,Southampton,"BulgariaChicago,IL",male,0
3rd,"Arnold,MrJosef",25,Southampton,"Altdorf,Switzerland",male,0
3rd,"Arnold,MrsJosef(JosephineFrank)",18,Southampton,"Altdorf,Switzerland",female,0
3rd,"Aronsson,MrErnstAxelAlgot",24,Southampton,"SwedenJoliet,IL",male,0
3rd,"Asim,MrAdola",35,Southampton,,male,0
3rd,"Asplund,MrCarlOscarVilhelmGustafsson",40,Southampton,"SwedenWorcester,MA",male,0
3rd,"Asplund,MrsCarlOscar(SelmaAugustaJohansson)",38,Southampton,"SwedenWorcester,MA",female,1
3rd,"Asplund,MasterCarlEdgar",5,Southampton,"SwedenWorcester,MA",male,0
3rd,"Asplund,MasterClarenceGustafHugo",9,Southampton,"SwedenWorcester,MA",male,0
3rd,"Aspland,MasterEdvinRojjFelix",3,Southampton,"SwedenWorcester,MA",male,1
3rd,"Asplund,MasterFilipOscar",13,Southampton,"SwedenWorcester,MA",male,0
3rd,"Asplund,MrJohnCharles",23,Southampton,"Oskarshamn,SwedenMinneapolis,MN",male,1
3rd,"Asplund,MissLillianGertrud",5,Southampton,"SwedenWorcester,MA",female,1
3rd,"Assaf,MrGerios",30,Cherbourg,"Ottawa,ON",male,0
3rd,"Assaf,MrsMariana",45,Cherbourg,"Ottawa,ON",female,1
3rd,"Assam,MrAli",23,Southampton,,male,0
3rd,"Attalah,MissMalaka",17,Cherbourg,,female,0
3rd,"Attala(Kalil),MrSolomon",27,Cherbourg,"Ottawa,ON",male,0
3rd,"Augustsson,MrAlbert",23,Southampton,"Krakoryd,SwedenBloomington,IL",male,0
3rd,"Baccos,MrRafoul",20,Cherbourg,,male,0
3rd,"Backstrom,MrKarlAlfred",32,Southampton,"Ruotsinphytaa,FinlandNewYork,NY",male,0
3rd,"Backstrom,MrsKarlAlfred(MariaMathildaGustafsson)",33,Southampton,"Ruotsinphytaa,FinlandNewYork,NY",female,1
3rd,"Baclini,MissEugenie",3,Cherbourg,"SyriaNewYork,NY",female,1
3rd,"Baclini,MissHelene",30,Cherbourg,"SyriaNewYork,NY",female,1
3rd,"Baclini,MissMaria",30,Cherbourg,"SyriaNewYork,NY",female,1
3rd,"Baclini,MrsSolomon(Latifa)",30,Cherbourg,"SyriaNewYork,NY",female,1
3rd,"Badman,MissEmilyLouisa",18,Southampton,"LondonSkanteales,NY",female,1
3rd,"Badt,MrMohamed",40,Cherbourg,,male,0
3rd,"Balkic,MrCerin",26,Southampton,,male,0
3rd,"Banoura,MissAyout",15,Cherbourg,"SyriaYoungstown,OH",female,1
3rd,"Barbara,MrsCatherine",45,Cherbourg,"SyriaOttawa,ON",female,0
3rd,"Barbara,MissSaude",18,Cherbourg,"SyriaOttawa,ON",female,0
3rd,"Barry,MissJulia",27,Queenstown,"NewYork,NY",female,0
3rd,BartonMrDavid,22,Southampton,"EnglandNewYork,NY",male,0
3rd,"Beavan,MrWilliamThomas",19,Southampton,England,male,0
3rd,"Bengtsson,MrJohnViktor",26,Southampton,"Krakudden,SwedenMoune,IL",male,0
3rd,Berglund.MrKarlIvarSven,22,Southampton,"Tranvik,FinlandNewYork",male,0
3rd,"Betros,MrTannous",20,Cherbourg,Syria,male,0
3rd,"Bing,MrLee",32,Southampton,"HongKongNewYork,NY",male,1
3rd,"Birkeland,MrHans",21,Southampton,"Brennes,NorwayNewYork",male,0
3rd,"Bjorklund,ErnstHerbert",18,Southampton,"Stockholm,SwedenNewYork",male,0
3rd,"Bostandyeff,MrGuentcho",26,Southampton,"BulgariaChicago,IL",male,0
3rd,"Boulos,MasterAkar",6,Cherbourg,"SyriaKent,ON",male,0
3rd,"Boulos,MrHanna",30,Cherbourg,Syria,male,0
3rd,"Boulos,MrsJoseph(Sultana)",30,Cherbourg,"SyriaKent,ON",female,0
3rd,"Boulos,MissLaura",9,Cherbourg,"SyriaKent,ON",female,0
3rd,"Bourke,MrJohn",40,Queenstown,"IrelandChicago,IL",male,0
3rd,"Bourke,MrsJohn(Catherine)",32,Queenstown,"IrelandChicago,IL",female,0
3rd,"Bourke,MissMary",30,Queenstown,"IrelandChicago,IL",female,0
3rd,"Bowen,MrDavid",26,Southampton,"Treherbert,Cardiff,Wales",male,0
3rd,"Bradley,MissBridgetDelia",18,Queenstown,"Kingwilliamstown,CoCork,IrelandGlensFalls,NY",female,1
3rd,"Braf,MissElinEsterMaria",20,Southampton,"Medeltorp,SwedenChicago,IL",female,0
3rd,"Brahim,MrYoussef",30,Cherbourg,,male,0
3rd,"Braund,MrLewisRichard",29,Southampton,"Bridgerule,Devon",male,0
3rd,"Braund,MrOwenHarris",22,Southampton,"Bridgerule,Devon",male,0
3rd,"Brobek,MrKarlRudolf",22,Southampton,"SwedenWorcester,MA",male,0
3rd,"Brocklebank,MrWilliamAlfred",35,Southampton,"Broomfield,Chelmsford,England",male,0
3rd,"Buckley,MrDaniel",21,Queenstown,"Kingwilliamstown,CoCork,IrelandNewYork,NY",male,1
3rd,"Buckley,MissKatherine",20,Queenstown,"CoCork,IrelandRoxbury,MA",female,0
3rd,"Burke,MrJeremiah",19,Queenstown,"CoCork,IrelandCharlestown,MA",male,0
3rd,"Burns,MissMaryDelia",18,Queenstown,"CoSligo,IrelandNewYork,NY",female,0
3rd,"Cacic,MrGrego",18,Southampton,Croatia,male,0
3rd,"Cacic,MrLuka",38,Southampton,Croatia,male,0
3rd,"Cacic,MrManda",30,Southampton,Croatia,male,0
3rd,"Cacic,MrMaria",30,Southampton,Croatia,male,0
3rd,"Calic,MrPeter",17,Southampton,,male,0
3rd,"Canavan,MissMary",21,Queenstown,,female,0
3rd,"Canavan,MrPatrick",21,Queenstown,"IrelandPhiladelphia,PA",male,0
3rd,"Cann,MrErnest",21,Southampton,,male,0
3rd,"Caram(Kareem),MrJoseph",30,Cherbourg,"Ottawa,ON",male,0
3rd,"Caram(Kareem),MrsJoseph(MariaElias)",30,Cherbourg,"Ottawa,ON",female,0
3rd,"Carlsson,MrCarlRobert",24,Southampton,"Goteborg,SwedenHuntley,IL",male,0
3rd,"Carlsson,MrFransOlof",33,Southampton,"NewYork,NY",male,0
3rd,"Carlsson,MrJulius",33,Southampton,,male,0
3rd,"Carlsson,MrAugustSigfrid",28,Southampton,"Dagsas,SwedenFower,MN",male,0
3rd,"Carr,MissHelen",16,Queenstown,"CoLongford,IrelandNewYork,NY",female,1
3rd,"Carr,MissJeannie",37,Queenstown,"CoSligo,IrelandHartford,CT",female,0
3rd,"Carver,MrAlfredJohn",28,Southampton,"StDenys,Southampton,Hants",male,0
3rd,"Cassem,MrNassefBelmenly",30,Cherbourg,"SyriaFredericksburg,VA",male,1
3rd,"Celotti,MrFrancesco",24,Southampton,London,male,0
3rd,"Chartens,MrDavid",21,Southampton,"IrelandNewYork,NY",male,0
3rd,"Chebab,MrEmirFarres",30,Cherbourg,,male,0
3rd,"Chip,MrChang",32,Southampton,"HongKongNewYork,NY",male,0
3rd,"Christmann,MrEmil",29,Southampton,,male,0
3rd,"Chronopoulos,MrApostolos",26,Cherbourg,Greece,male,0
3rd,"Chronopoulos,MrDemetrios",18,Cherbourg,Greece,male,0
3rd,"Coelho,MrDomingosFernandes",20,Southampton,Portugal,male,0
3rd,"Cohen,MrGurshon(Gus)",19,Southampton,"LondonBrooklyn,NY",male,1
3rd,"Colbert,MrPatrick",24,Queenstown,"CoLimerick,IrelandSherbrooke,PQ",male,0
3rd,"Coleff,MrFotio",24,Southampton,,male,0
3rd,"Coleff,MrPeyo",36,Southampton,"BulgariaChicago,IL",male,0
3rd,"Conlin,MrThomasHenry",31,Queenstown,"Philadelphia,PA",male,0
3rd,"Connaghton,MrMichael",31,Queenstown,"IrelandBrooklyn,NY",male,0
3rd,"Connolly,MissKate",30,Queenstown,Ireland,female,0
3rd,"Connolly,MissKate",22,Queenstown,Ireland,female,1
3rd,"Connors,MrPatrick",30,Queenstown,,male,0
3rd,"Cook,MrJacob",43,Southampton,,male,0
3rd,"Cor,MrBartol",35,Southampton,Austria,male,0
3rd,"Cor,MrIvan",27,Southampton,Austria,male,0
3rd,"Cor,MrLudovik",19,Southampton,Austria,male,0
3rd,"Corn,MrHarry",30,Southampton,London,male,0
3rd,"Coutts,MrsWilliam(Minnie)",36,Southampton,"EnglandBrooklyn,NY",female,1
3rd,"Coutts,MasterNeville",3,Southampton,"EnglandBrooklyn,NY",male,1
3rd,"Coutts,MasterWilliamLeslie",9,Southampton,"EnglandBrooklyn,NY",male,1
3rd,"Coxon,MrDaniel",59,Southampton,"Merrill,WI",male,0
3rd,"Crease,MrErnestJames",19,Southampton,"Bristol,EnglandCleveland,OH",male,0
3rd,"Cribb,MrJohnHatfield",44,Southampton,"Bournemouth,EnglandNewark,NJ",male,0
3rd,"Cribb,MissLauraAlice",17,Southampton,"Bournemouth,EnglandNewark,NJ",female,1
3rd,"Daher,MrTannous",30,Cherbourg,,male,0
3rd,"Dahl,MrCharlesEdward",45,Southampton,"AustraliaFingal,ND",male,1
3rd,"Dahlberg,MissGerdaUlrika",22,Southampton,"Norrlot,SwedenChicago,IL",female,0
3rd,"Dakic,MrBranko",19,Southampton,Austria,male,0
3rd,"Daly,MrEugene",29,Queenstown,"CoAthlone,IrelandNewYork,NY",male,1
3rd,"Daly,MissMarcella",30,Queenstown,"CoAthlone,IrelandNewYork,NY",female,1
3rd,"Danbom,MrErnstGilbert",34,Southampton,"Stanton,IA",male,0
3rd,"Danbom,MrsErnstGilbert(AnnaSigridMariaBrogren)",28,Southampton,"Stanton,IA",female,0
3rd,"Danbom,MasterGilbertSigvardEmanuel",0.3333,Southampton,"Stanton,IA",male,0
3rd,"Danoff,MrYoto",27,Southampton,"BulgariaChicago,IL",male,0
3rd,"Dantchoff,MrKhristo",25,Southampton,"BulgariaChicago,IL",male,0
3rd,"Davies,MrAlfred",24,Southampton,"WestBromwich,EnglandPontiac,MI",male,0
3rd,"Davies,MrEvan",22,Southampton,,male,0
3rd,"Davies,MrJohn",21,Southampton,"WestBromwich,EnglandPontiac,MI",male,0
3rd,"Davies,MrJoseph",17,Southampton,"WestBromwich,EnglandPontiac,MI",male,0
3rd,"Davison,MrThomasHenry",30,Southampton,"Liverpool,EnglandBedford,OH",male,0
3rd,"Davison,MrsThomasHenry(MaryFinck)",30,Southampton,"Liverpool,EnglandBedford,OH",female,1
3rd,"Dean,MrBertram",26,Southampton,"Devon,EnglandWichita,KS",male,0
3rd,"Dean,MrsBertram(Eva)",33,Southampton,"Devon,EnglandWichita,KS",female,1
3rd,"Dean,MasterBertramVere",1,Southampton,"Devon,EnglandWichita,KS",male,1
3rd,"Dean,MissElizabethGladys(Millvena)",0.1667,Southampton,"Devon,EnglandWichita,KS",female,1
3rd,"Delalic,MrRegyo",25,Southampton,,male,0
3rd,"DeMessemaeker,MrWilliamJoseph",36,Southampton,"Tampico,MT",male,1
3rd,"DeMessemaeker,MrsWilliamJoseph(Anna)",36,Southampton,"Tampico,MT",female,1
3rd,"DeMulder,MrTheo",30,Southampton,"BelgiumDetroit,MI",male,1
3rd,"Denkoff,MrMito",30,Southampton,"BulgariaCoonRapids,IA",male,0
3rd,"Dennis,MrSamuel",23,Southampton,,male,0
3rd,"Dennis,MrWilliam",26,Southampton,,male,0
3rd,"Devaney,MissMargaret",19,Queenstown,"Kilmacowen,CoSligo,IrelandNewYork,NY",female,1
3rd,"Dewan,MrFrank",65,Queenstown,,male,0
3rd,"Dibo,MrElias",30,Cherbourg,,male,0
3rd,"Dimic,MrJovan",42,Southampton,,male,0
3rd,"Dintcheff,MrValtcho",43,Southampton,,male,0
3rd,"Dooley,MrPatrick",32,Queenstown,"IrelandNewYork,NY",male,0
3rd,"Dorkings,MrEdwardArthur",19,Southampton,"EnglandOglesby,IL",male,1
3rd,"Dowdell,MissElizabeth",30,Southampton,"UnionHill,NJ",female,1
3rd,"Doyle,MissElizabeth",24,Queenstown,"IrelandNewYork,NY",female,0
3rd,"Drapkin,MissJennie",23,Southampton,"LondonNewYork,NY",female,1
3rd,"Drazonovic,MrJosef",30,Cherbourg,"AustriaNiagaraFalls,NY",male,0
3rd,"Driscoll,MissBridget",24,Queenstown,"Ballydehob,CoCork,IrelandNewYork,NY",female,1
3rd,"Duquemin,MrJoseph",24,Southampton,"EnglandAlbion,NY",male,1
3rd,"Dyker,MrAdolfFredrik",23,Southampton,"WestHaven,CT",male,0
3rd,"Dyker,MrsAdolfFredrik(AnnaElizabethJudithAndersson)",22,Southampton,"WestHaven,CT",female,1
3rd,"Econovic,MrJoso",30,Southampton,Austria-Hungary,male,0
3rd,"Edvardsson,MrGustafHjalmar",18,Southampton,"Tofta,SwedenJoliet,IL",male,0
3rd,"Eklund,MrHansLinus",16,Southampton,"Karberg,SwedenJeromeJunction,AZ",male,0
3rd,"Ekstrom,MrJohan",45,Southampton,"EffingtonRut,SD",male,0
3rd,"Elias,MrElias",30,Cherbourg,Syria,male,0
3rd,"Elias,MrJohn",30,Cherbourg,Syria,male,0
3rd,"Elias,MrJoseph",30,Cherbourg,"SyriaOttawa,ON",male,0
3rd,"Elsbury,MrJames",47,Southampton,"Illinois,USA",male,0
3rd,"Emanuel,MissVirginiaEthel",5,Southampton,"NewYork,NY",female,1
3rd,"Emmeth,MrThomas",30,Southampton,,male,0
3rd,"Everett,ThomasJames",30,Southampton,,male,0
3rd,"Farrell,MrJames",30,Queenstown,"Aughnacliff,CoLongford,IrelandNewYork,NY",male,0
3rd,"Finoli,MrLuigi",30,Southampton,"ItalyPhiladelphia,PA",male,1
3rd,"Fischer,MrEberhardTelander",30,Southampton,,male,0
3rd,"Flynn,MrJames",30,Queenstown,,male,0
3rd,"Flynn,MrJohn",30,Queenstown,,male,0
3rd,"Foley,MrJoseph",30,Queenstown,"IrelandChicago,IL",male,0
3rd,"Foley,MrWilliam",30,Queenstown,Ireland,male,0
3rd,"Foo,MrChoong",30,Southampton,"HongKongNewYork,NY",male,1
3rd,"Ford,MrArthur",30,Southampton,"Bridgwater,Somerset,England",male,0
3rd,"Ford,MissDoolinaMargaret",21,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",female,0
3rd,"Ford,MrEdwardWatson",18,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",male,0
3rd,"Ford,MissMaggie",9,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",female,0
3rd,"Ford,MrsEdward(MargaretAnn)",48,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",female,0
3rd,"Ford,MrNeilWatson",16,Southampton,"Rotherfield,Sussex,EnglandEssexCo,MA",male,0
3rd,"Fox,MrPatrick",30,Queenstown,"IrelandNewYork,NY",male,0
3rd,"Franklin,MrCharles",30,Southampton,,male,0
3rd,"Gallagher,MrMartin",25,Queenstown,"NewYork,NY",male,0
3rd,"Garfirth,MrJohn",30,Southampton,,male,0
3rd,"Georges,MrsShahiniWeappi",30,Cherbourg,"Youngstown,OH",female,1
3rd,"Gilinski,MrLeslie",22,Southampton,,male,0
3rd,"Gilnagh,MissKatie",16,Queenstown,"CoLongford,IrelandNewYork,NY",female,1
3rd,"Glynn,MissMaryAgatha",30,Queenstown,"CoClare,IrelandWashington,DC",female,1
3rd,"Goldsmith,MrFrankJohn",33,Southampton,"Strood,Kent,EnglandDetroit,MI",male,0
3rd,"Goldsmith,MrsFrankJohn(EmilyA.Brown)",30,Southampton,"Strood,Kent,EnglandDetroit,MI",female,1
3rd,"Goldsmith,MasterFrankJohnWilliam",9,Southampton,"Strood,Kent,EnglandDetroit,MI",male,1
3rd,"Goldsmith,MrNathan",41,Southampton,"Philadelphia,PA",male,0
3rd,"Goncalves,MrManuelEstanslas",38,Southampton,Portugal,male,0
3rd,"Goodwin,MrFrederick",40,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,0
3rd,"Goodwin,MrsFrederick(Augusta)",43,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",female,0
3rd,"Goodwin,MrCharlesE.",14,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,0
3rd,"Goodwin,MissLillianA.",16,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",female,0
3rd,"Goodwin,MasterHaroldV.",9,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,0
3rd,"Goodwin,MissJessieA.",10,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",female,0
3rd,"Goodwin,MasterSidneyL.",6,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,0
3rd,"Goodwin,MasterWilliamF.",11,Southampton,"Wiltshire,EnglandNiagaraFalls,NY",male,0
3rd,"Green,MrGeorge",40,Southampton,"Dorking,Surrey,England",male,0
3rd,"Gronnestad,MrDanielDanielsen",32,Southampton,"Foresvik,NorwayPortland,ND",male,0
3rd,"Guest,MrRobert",30,Southampton,,male,0
3rd,"Gustafsson,MrAlfredOssian",20,Southampton,"Waukegan,Chicago,IL",male,0
3rd,"Gustafsson,MrAndersVilhelm",37,Southampton,"Ruotsinphytaa,FinlandNewYork,NY",male,0
3rd,"Gustafsson,MrJohanBirger",28,Southampton,"Ruotsinphytaa,FinlandNewYork,NY",male,0
3rd,"Gustafsson,MrKarlGideon",19,Southampton,"Myren,SwedenNewYork,NY",male,0
3rd,"Haas,MissAloisia",30,Southampton,,female,0
3rd,"Hagardon,MissKate",30,Southampton,,female,0
3rd,"Hagland,MrIngvaldOlsen",30,Southampton,,male,0
3rd,"Hagland,MrKonradMathiasReiersen",30,Southampton,,male,0
3rd,"Hakkarainen,MrPekkoPietari",30,Southampton,,male,0
3rd,"Hakkarainen,MrsPekkoPietari",30,Southampton,,female,1
3rd,"Hampe,MrLeon",30,Southampton,,male,0
3rd,"Hansen,MrClausPeter",30,Southampton,,male,0
3rd,"Hansen,MrsClausPeter",30,Southampton,,female,1
3rd,"Hansen,MrHenrikJuul",30,Southampton,,male,0
3rd,"Hansen,MrHenryDamsgaard",30,Southampton,,male,0
3rd,"Harknett,MissAlice",30,Southampton,,female,0
3rd,"Harmer,MrAbraham",30,Southampton,,male,0
3rd,"Hart,MrHenry",30,Southampton,,male,0
3rd,"Hassan,MrM.Houssein",30,Southampton,,male,0
3rd,"Healy,MissNora",30,Southampton,,female,0
3rd,"Hedman,MrOscar",30,Southampton,,male,1
3rd,"Hee,MrLing",30,Southampton,,male,0
3rd,"Hegarty,MissNora",30,Southampton,,female,0
3rd,"Heikkinen,MissLaina",30,Southampton,,female,1
3rd,"Heininen,MissWendlaMaria",30,Southampton,,female,0
3rd,"Hellstrom,HildaMaria",30,Southampton,,female,1
3rd,"Hemming,MissNora",30,Southampton,,female,0
3rd,"Hendekovic,MrIgnaz",30,Southampton,,male,0
3rd,"Henery,Delia",30,Southampton,,female,0
3rd,"Henriksson,JennyLovisa",30,Southampton,,female,0
3rd,"Hirvonen,MrsAlexander",30,Southampton,,female,1
3rd,"Hirvonen,MissHildurE.",30,Southampton,,female,0
3rd,"Holm,MrJohnFrederikAlexander",30,Southampton,,male,0
3rd,"Holthen,MrJohanMartin",30,Southampton,,male,0
3rd,"Honkanen,MissEluna",30,Southampton,,female,1
3rd,"Horgan,MrJohn",30,Southampton,,male,0
3rd,"Howard,MissMay",30,Southampton,,female,1
3rd,"Humblin,MrAdolfMathiasNicolaiOlsen",30,Southampton,,male,0
3rd,"Hyman,MrAbraham",30,Southampton,,male,1
3rd,"Ilieff,MrYlio",30,Southampton,,male,0
3rd,"Ilmakangas,MissIdaLivija",30,Southampton,,female,0
3rd,"Ilmakangas,MissPietaSofia",30,Southampton,,female,0
3rd,"Ivanoff,MrKonio",30,Southampton,,male,0
3rd,"Jansen,MrCarlOlof",30,Southampton,,male,1
3rd,"Jardin,MrJoseNetto",30,Southampton,,male,0
3rd,"Jensen,MissCarlaChristine",30,Southampton,,female,1
3rd,"Jensen,MrHansPeder",30,Southampton,,male,0
3rd,"Jensen,MrNielsPeder",30,Southampton,,male,0
3rd,"Jensen,MrSvendLauritz",30,Southampton,,male,0
3rd,"Jermyn,MissAnnie",30,Southampton,,female,1
3rd,"Johannesen-Bratthammer,MrBernt",30,Southampton,,male,0
3rd,"Johanson,MrJakobAlfred",30,Southampton,,male,0
3rd,"Johansson,MrErik",30,Southampton,,male,0
3rd,"Johansson,MrGustaffJoel",30,Southampton,,male,0
3rd,"Johansson,MrKarlJohan",30,Southampton,,male,1
3rd,"Johansson,MrNils",30,Southampton,,male,0
3rd,"Johansson,OscarL.",30,Southampton,,male,1
3rd,"Johnson,MrAlfred",30,Southampton,,male,0
3rd,"Johnson,MissEleanorIleen",30,Southampton,,female,1
3rd,"Johnson,MrMalkolmJoackim",30,Southampton,,male,0
